Country,Time,Balance,Product,Value,Unit
United States,Oct-23,Net Electricity Production,Wind,36195.5118,GWh
People's Republic of China,Oct-23,Net Electricity Production,Electricity,725035.8103,GWh
People's Republic of China,Oct-23,Net Electricity Production,Nuclear,33898.2264,GWh
People's Republic of China,Oct-23,Net Electricity Production,Hydro,130253.2335,GWh
People's Republic of China,Oct-23,Net Electricity Production,Total Combustible Fuels,448119.3688,GWh
People's Republic of China,Oct-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",412992.2129,GWh
People's Republic of China,Oct-23,Net Electricity Production,Natural Gas,19976.6895,GWh
People's Republic of China,Oct-23,Net Electricity Production,Solar,50514.0961,GWh
People's Republic of China,Oct-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",257007.6717,GWh
People's Republic of China,Oct-23,Net Electricity Production,Wind,62234.7342,GWh
Australia,Sep-23,Net Electricity Production,Electricity,20059.7007,GWh
Australia,Sep-23,Net Electricity Production,Hydro,1113.8148,GWh
Australia,Sep-23,Net Electricity Production,Total Combustible Fuels,12465.8448,GWh
Australia,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",8761.2724,GWh
Australia,Sep-23,Net Electricity Production,Natural Gas,3159.3289,GWh
Australia,Sep-23,Net Electricity Production,Solar,4047.3371,GWh
Australia,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7824.597,GWh
Australia,Sep-23,Distribution Losses,Electricity,974.9553,GWh
Australia,Sep-23,Final Consumption (Calculated),Electricity,18988.6727,GWh
Australia,Sep-23,Net Electricity Production,Wind,2432.704,GWh
Denmark,Sep-23,Net Electricity Production,Electricity,2026.2717,GWh
Denmark,Sep-23,Net Electricity Production,Hydro,1.0552,GWh
Denmark,Sep-23,Net Electricity Production,Total Combustible Fuels,512.4402,GWh
Denmark,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",78.0256,GWh
Denmark,Sep-23,Net Electricity Production,Natural Gas,25.2958,GWh
Denmark,Sep-23,Net Electricity Production,Solar,366.6156,GWh
Denmark,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1850.9141,GWh
Denmark,Sep-23,Total Imports,Electricity,1866.1782,GWh
Denmark,Sep-23,Total Exports,Electricity,1218.755,GWh
Denmark,Sep-23,Distribution Losses,Electricity,136.3006,GWh
Denmark,Sep-23,Final Consumption (Calculated),Electricity,2537.3944,GWh
Denmark,Sep-23,Net Electricity Production,Wind,1146.1608,GWh
France,Sep-23,Net Electricity Production,Electricity,37778.4141,GWh
France,Sep-23,Net Electricity Production,Nuclear,26942.0078,GWh
France,Sep-23,Net Electricity Production,Hydro,3256.8281,GWh
France,Sep-23,Net Electricity Production,Total Combustible Fuels,2861.2181,GWh
France,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",149.8996,GWh
France,Sep-23,Net Electricity Production,Natural Gas,1387.5254,GWh
France,Sep-23,Net Electricity Production,Solar,2278.0027,GWh
France,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8534.773,GWh
France,Sep-23,Total Imports,Electricity,1002.4172,GWh
France,Sep-23,Total Exports,Electricity,6677.894,GWh
France,Sep-23,Distribution Losses,Electricity,2258.5154,GWh
France,Sep-23,Final Consumption (Calculated),Electricity,29482.0281,GWh
France,Sep-23,Net Electricity Production,Wind,2277.2872,GWh
Germany,Sep-23,Net Electricity Production,Electricity,34473.4639,GWh
Germany,Sep-23,Net Electricity Production,Hydro,1893.8053,GWh
Germany,Sep-23,Net Electricity Production,Total Combustible Fuels,18570.3416,GWh
Germany,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",9354.7648,GWh
Germany,Sep-23,Net Electricity Production,Natural Gas,5014.0428,GWh
Germany,Sep-23,Net Electricity Production,Solar,7455.7175,GWh
Germany,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",19174.5047,GWh
Germany,Sep-23,Total Imports,Electricity,7346.831,GWh
Germany,Sep-23,Total Exports,Electricity,2941.222,GWh
Germany,Sep-23,Distribution Losses,Electricity,1733.6477,GWh
Germany,Sep-23,Final Consumption (Calculated),Electricity,36519.2452,GWh
Germany,Sep-23,Net Electricity Production,Wind,6451.7922,GWh
Japan,Sep-23,Net Electricity Production,Electricity,84368.941,GWh
Japan,Sep-23,Net Electricity Production,Nuclear,6678.9047,GWh
Japan,Sep-23,Net Electricity Production,Hydro,5431.2104,GWh
Japan,Sep-23,Net Electricity Production,Total Combustible Fuels,61552.1497,GWh
Japan,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",25018.2385,GWh
Japan,Sep-23,Net Electricity Production,Natural Gas,28631.2985,GWh
Japan,Sep-23,Net Electricity Production,Solar,8702.5549,GWh
Japan,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18153.1902,GWh
Japan,Sep-23,Distribution Losses,Electricity,4340.3371,GWh
Japan,Sep-23,Final Consumption (Calculated),Electricity,78606.1719,GWh
Japan,Sep-23,Net Electricity Production,Wind,426.8841,GWh
United Kingdom,Sep-23,Net Electricity Production,Electricity,22926.9368,GWh
United Kingdom,Sep-23,Net Electricity Production,Nuclear,3957.5457,GWh
United Kingdom,Sep-23,Net Electricity Production,Hydro,511.8414,GWh
United Kingdom,Sep-23,Net Electricity Production,Total Combustible Fuels,11581.2006,GWh
United Kingdom,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",433.2664,GWh
United Kingdom,Sep-23,Net Electricity Production,Natural Gas,8174.1888,GWh
United Kingdom,Sep-23,Net Electricity Production,Solar,1398.4585,GWh
United Kingdom,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9744.603,GWh
United Kingdom,Sep-23,Total Imports,Electricity,2254.5485,GWh
United Kingdom,Sep-23,Total Exports,Electricity,1143.8618,GWh
United Kingdom,Sep-23,Distribution Losses,Electricity,2016.7644,GWh
United Kingdom,Sep-23,Final Consumption (Calculated),Electricity,21846.0107,GWh
United Kingdom,Sep-23,Net Electricity Production,Wind,5391.9662,GWh
United States,Sep-23,Net Electricity Production,Electricity,367292.3404,GWh
United States,Sep-23,Net Electricity Production,Nuclear,65533.2701,GWh
United States,Sep-23,Net Electricity Production,Hydro,18844.4019,GWh
United States,Sep-23,Net Electricity Production,Total Combustible Fuels,232612.202,GWh
United States,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",62958.5306,GWh
United States,Sep-23,Net Electricity Production,Natural Gas,162102.8662,GWh
United States,Sep-23,Net Electricity Production,Solar,20135.4807,GWh
United States,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",72240.362,GWh
United States,Sep-23,Total Imports,Electricity,3068.9679,GWh
United States,Sep-23,Total Exports,Electricity,1271.2693,GWh
United States,Sep-23,Distribution Losses,Electricity,10858.8578,GWh
United States,Sep-23,Final Consumption (Calculated),Electricity,355466.752,GWh
United States,Sep-23,Net Electricity Production,Wind,28019.4542,GWh
People's Republic of China,Sep-23,Net Electricity Production,Electricity,765796.8668,GWh
People's Republic of China,Sep-23,Net Electricity Production,Nuclear,32568.3294,GWh
People's Republic of China,Sep-23,Net Electricity Production,Hydro,148504.6682,GWh
People's Republic of China,Sep-23,Net Electricity Production,Total Combustible Fuels,478824.6108,GWh
People's Republic of China,Sep-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",441290.5341,GWh
People's Republic of China,Sep-23,Net Electricity Production,Natural Gas,21345.4968,GWh
People's Republic of China,Sep-23,Net Electricity Production,Solar,50876.4881,GWh
People's Republic of China,Sep-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",269351.944,GWh
People's Republic of China,Sep-23,Net Electricity Production,Wind,55006.6191,GWh
Australia,Aug-23,Net Electricity Production,Electricity,22029.3137,GWh
Australia,Aug-23,Net Electricity Production,Hydro,1503.2336,GWh
Australia,Aug-23,Net Electricity Production,Total Combustible Fuels,14816.5739,GWh
Australia,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",10154.0677,GWh
Australia,Aug-23,Net Electricity Production,Natural Gas,4012.8528,GWh
Australia,Aug-23,Net Electricity Production,Solar,3299.1281,GWh
Australia,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7462.9249,GWh
Australia,Aug-23,Distribution Losses,Electricity,1070.6838,GWh
Australia,Aug-23,Final Consumption (Calculated),Electricity,20828.9678,GWh
Australia,Aug-23,Net Electricity Production,Wind,2410.3781,GWh
Denmark,Aug-23,Net Electricity Production,Electricity,2019.3756,GWh
Denmark,Aug-23,Net Electricity Production,Hydro,1.0353,GWh
Denmark,Aug-23,Net Electricity Production,Total Combustible Fuels,566.8084,GWh
Denmark,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",222.7874,GWh
Denmark,Aug-23,Net Electricity Production,Natural Gas,23.9764,GWh
Denmark,Aug-23,Net Electricity Production,Solar,400.3225,GWh
Denmark,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1708.3345,GWh
Denmark,Aug-23,Total Imports,Electricity,2277.9559,GWh
Denmark,Aug-23,Total Exports,Electricity,1534.4856,GWh
Denmark,Aug-23,Distribution Losses,Electricity,148.9606,GWh
Denmark,Aug-23,Final Consumption (Calculated),Electricity,2613.8853,GWh
Denmark,Aug-23,Net Electricity Production,Wind,1051.2093,GWh
France,Aug-23,Net Electricity Production,Electricity,36183.6825,GWh
France,Aug-23,Net Electricity Production,Nuclear,23946.007,GWh
France,Aug-23,Net Electricity Production,Hydro,3665.6901,GWh
France,Aug-23,Net Electricity Production,Total Combustible Fuels,3193.7514,GWh
France,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",196.2812,GWh
France,Aug-23,Net Electricity Production,Natural Gas,1635.1863,GWh
France,Aug-23,Net Electricity Production,Solar,2579.6931,GWh
France,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9634.3719,GWh
France,Aug-23,Total Imports,Electricity,1557.4916,GWh
France,Aug-23,Total Exports,Electricity,6027.7177,GWh
France,Aug-23,Distribution Losses,Electricity,2366.1448,GWh
France,Aug-23,Final Consumption (Calculated),Electricity,28918.7682,GWh
France,Aug-23,Net Electricity Production,Wind,2635.4706,GWh
Germany,Aug-23,Net Electricity Production,Electricity,34109.3542,GWh
Germany,Aug-23,Net Electricity Production,Hydro,2200.1719,GWh
Germany,Aug-23,Net Electricity Production,Total Combustible Fuels,17662.85,GWh
Germany,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",8024.8908,GWh
Germany,Aug-23,Net Electricity Production,Natural Gas,5311.2716,GWh
Germany,Aug-23,Net Electricity Production,Solar,7339.9299,GWh
Germany,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",19827.2147,GWh
Germany,Aug-23,Total Imports,Electricity,8570.708,GWh
Germany,Aug-23,Total Exports,Electricity,2918.5373,GWh
Germany,Aug-23,Distribution Losses,Electricity,1681.1001,GWh
Germany,Aug-23,Final Consumption (Calculated),Electricity,37471.0277,GWh
Germany,Aug-23,Net Electricity Production,Wind,6767.3384,GWh
Japan,Aug-23,Net Electricity Production,Electricity,92484.6319,GWh
Japan,Aug-23,Net Electricity Production,Nuclear,7793.7035,GWh
Japan,Aug-23,Net Electricity Production,Hydro,7300.1814,GWh
Japan,Aug-23,Net Electricity Production,Total Combustible Fuels,64955.5278,GWh
Japan,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",26715.9939,GWh
Japan,Aug-23,Net Electricity Production,Natural Gas,30230.3991,GWh
Japan,Aug-23,Net Electricity Production,Solar,10217.2994,GWh
Japan,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21862.5083,GWh
Japan,Aug-23,Distribution Losses,Electricity,4757.8466,GWh
Japan,Aug-23,Final Consumption (Calculated),Electricity,86470.7321,GWh
Japan,Aug-23,Net Electricity Production,Wind,624.375,GWh
United Kingdom,Aug-23,Net Electricity Production,Electricity,21971.857,GWh
United Kingdom,Aug-23,Net Electricity Production,Nuclear,3229.1457,GWh
United Kingdom,Aug-23,Net Electricity Production,Hydro,403.3021,GWh
United Kingdom,Aug-23,Net Electricity Production,Total Combustible Fuels,11613.3895,GWh
United Kingdom,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",257.3277,GWh
United Kingdom,Aug-23,Net Electricity Production,Natural Gas,8322.0974,GWh
United Kingdom,Aug-23,Net Electricity Production,Solar,1550.9154,GWh
United Kingdom,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9508.2806,GWh
United Kingdom,Aug-23,Total Imports,Electricity,2537.1075,GWh
United Kingdom,Aug-23,Total Exports,Electricity,1072.2899,GWh
United Kingdom,Aug-23,Distribution Losses,Electricity,2203.4606,GWh
United Kingdom,Aug-23,Final Consumption (Calculated),Electricity,21099.7907,GWh
United Kingdom,Aug-23,Net Electricity Production,Wind,5089.18,GWh
United States,Aug-23,Net Electricity Production,Electricity,434303.0486,GWh
United States,Aug-23,Net Electricity Production,Nuclear,69715.8955,GWh
United States,Aug-23,Net Electricity Production,Hydro,23991.5912,GWh
United States,Aug-23,Net Electricity Production,Total Combustible Fuels,287189.5839,GWh
United States,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",81862.8221,GWh
United States,Aug-23,Net Electricity Production,Natural Gas,196965.9836,GWh
United States,Aug-23,Net Electricity Production,Solar,23047.7612,GWh
United States,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",81138.6199,GWh
United States,Aug-23,Total Imports,Electricity,3795.6193,GWh
United States,Aug-23,Total Exports,Electricity,1085.8406,GWh
United States,Aug-23,Distribution Losses,Electricity,24307.6152,GWh
United States,Aug-23,Final Consumption (Calculated),Electricity,409375.1245,GWh
United States,Aug-23,Net Electricity Production,Wind,28334.431,GWh
People's Republic of China,Aug-23,Net Electricity Production,Electricity,863907.6536,GWh
People's Republic of China,Aug-23,Net Electricity Production,Nuclear,36152.449,GWh
People's Republic of China,Aug-23,Net Electricity Production,Hydro,156218.643,GWh
People's Republic of China,Aug-23,Net Electricity Production,Total Combustible Fuels,567165.9702,GWh
People's Republic of China,Aug-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",522706.996,GWh
People's Republic of China,Aug-23,Net Electricity Production,Natural Gas,25283.6616,GWh
People's Republic of China,Aug-23,Net Electricity Production,Solar,55658.6066,GWh
People's Republic of China,Aug-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",278295.1053,GWh
People's Republic of China,Aug-23,Net Electricity Production,Wind,48695.8336,GWh
Australia,Jul-23,Net Electricity Production,Electricity,22661.7394,GWh
Australia,Jul-23,Net Electricity Production,Hydro,1593.2301,GWh
Australia,Jul-23,Net Electricity Production,Total Combustible Fuels,15448.3627,GWh
Australia,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",10758.013,GWh
Australia,Jul-23,Net Electricity Production,Natural Gas,4036.8381,GWh
Australia,Jul-23,Net Electricity Production,Solar,2557.0377,GWh
Australia,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7465.0324,GWh
Australia,Jul-23,Distribution Losses,Electricity,1101.4214,GWh
Australia,Jul-23,Final Consumption (Calculated),Electricity,21422.8933,GWh
Australia,Jul-23,Net Electricity Production,Wind,3063.1089,GWh
Denmark,Jul-23,Net Electricity Production,Electricity,2481.347,GWh
Denmark,Jul-23,Net Electricity Production,Hydro,0.8252,GWh
Denmark,Jul-23,Net Electricity Production,Total Combustible Fuels,513.5223,GWh
Denmark,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",115.6308,GWh
Denmark,Jul-23,Net Electricity Production,Natural Gas,18.6025,GWh
Denmark,Jul-23,Net Electricity Production,Solar,480.3508,GWh
Denmark,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2262.1235,GWh
Denmark,Jul-23,Total Imports,Electricity,1889.2878,GWh
Denmark,Jul-23,Total Exports,Electricity,1881.6969,GWh
Denmark,Jul-23,Distribution Losses,Electricity,159.0914,GWh
Denmark,Jul-23,Final Consumption (Calculated),Electricity,2329.8466,GWh
Denmark,Jul-23,Net Electricity Production,Wind,1486.6486,GWh
France,Jul-23,Net Electricity Production,Electricity,37437.5884,GWh
France,Jul-23,Net Electricity Production,Nuclear,24065.007,GWh
France,Jul-23,Net Electricity Production,Hydro,4082.7828,GWh
France,Jul-23,Net Electricity Production,Total Combustible Fuels,3321.4233,GWh
France,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",136.7192,GWh
France,Jul-23,Net Electricity Production,Natural Gas,1828.651,GWh
France,Jul-23,Net Electricity Production,Solar,2708.4619,GWh
France,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10650.0302,GWh
France,Jul-23,Total Imports,Electricity,1783.2151,GWh
France,Jul-23,Total Exports,Electricity,6188.7521,GWh
France,Jul-23,Distribution Losses,Electricity,2386.0724,GWh
France,Jul-23,Final Consumption (Calculated),Electricity,30256.8767,GWh
France,Jul-23,Net Electricity Production,Wind,3096.8431,GWh
Germany,Jul-23,Net Electricity Production,Electricity,36088.9961,GWh
Germany,Jul-23,Net Electricity Production,Hydro,1749.9407,GWh
Germany,Jul-23,Net Electricity Production,Total Combustible Fuels,15809.6187,GWh
Germany,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",6518.7829,GWh
Germany,Jul-23,Net Electricity Production,Natural Gas,5002.269,GWh
Germany,Jul-23,Net Electricity Production,Solar,8599.4981,GWh
Germany,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",23586.7261,GWh
Germany,Jul-23,Total Imports,Electricity,7229.0569,GWh
Germany,Jul-23,Total Exports,Electricity,4021.9844,GWh
Germany,Jul-23,Distribution Losses,Electricity,1828.6813,GWh
Germany,Jul-23,Final Consumption (Calculated),Electricity,36945.9143,GWh
Germany,Jul-23,Net Electricity Production,Wind,9799.5004,GWh
Japan,Jul-23,Net Electricity Production,Electricity,88531.3353,GWh
Japan,Jul-23,Net Electricity Production,Nuclear,6841.4546,GWh
Japan,Jul-23,Net Electricity Production,Hydro,8819.4012,GWh
Japan,Jul-23,Net Electricity Production,Total Combustible Fuels,61316.7986,GWh
Japan,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",25408.0369,GWh
Japan,Jul-23,Net Electricity Production,Natural Gas,27835.4472,GWh
Japan,Jul-23,Net Electricity Production,Solar,9396.5557,GWh
Japan,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",22461.5398,GWh
Japan,Jul-23,Distribution Losses,Electricity,4554.4703,GWh
Japan,Jul-23,Final Consumption (Calculated),Electricity,82818.5168,GWh
Japan,Jul-23,Net Electricity Production,Wind,575.2509,GWh
United Kingdom,Jul-23,Net Electricity Production,Electricity,22066.8775,GWh
United Kingdom,Jul-23,Net Electricity Production,Nuclear,3306.1001,GWh
United Kingdom,Jul-23,Net Electricity Production,Hydro,337.6148,GWh
United Kingdom,Jul-23,Net Electricity Production,Total Combustible Fuels,10544.6821,GWh
United Kingdom,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",205.5907,GWh
United Kingdom,Jul-23,Net Electricity Production,Natural Gas,7080.0316,GWh
United Kingdom,Jul-23,Net Electricity Production,Solar,1602.4579,GWh
United Kingdom,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10794.3541,GWh
United Kingdom,Jul-23,Total Imports,Electricity,2383.4377,GWh
United Kingdom,Jul-23,Total Exports,Electricity,1097.2,GWh
United Kingdom,Jul-23,Distribution Losses,Electricity,2049.666,GWh
United Kingdom,Jul-23,Final Consumption (Calculated),Electricity,21125.4198,GWh
United Kingdom,Jul-23,Net Electricity Production,Wind,6190.0983,GWh
United States,Jul-23,Net Electricity Production,Electricity,436444.0367,GWh
United States,Jul-23,Net Electricity Production,Nuclear,69859.4026,GWh
United States,Jul-23,Net Electricity Production,Hydro,24378.5281,GWh
United States,Jul-23,Net Electricity Production,Total Combustible Fuels,287838.2133,GWh
United States,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",82109.471,GWh
United States,Jul-23,Net Electricity Production,Natural Gas,197547.5589,GWh
United States,Jul-23,Net Electricity Production,Solar,24622.7747,GWh
United States,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",82254.5426,GWh
United States,Jul-23,Total Imports,Electricity,3262.3506,GWh
United States,Jul-23,Total Exports,Electricity,2278.1289,GWh
United States,Jul-23,Distribution Losses,Electricity,33401.7978,GWh
United States,Jul-23,Final Consumption (Calculated),Electricity,400663.6039,GWh
United States,Jul-23,Net Electricity Production,Wind,27564.9596,GWh
People's Republic of China,Jul-23,Net Electricity Production,Electricity,863771.5071,GWh
People's Republic of China,Jul-23,Net Electricity Production,Nuclear,35878.9241,GWh
People's Republic of China,Jul-23,Net Electricity Production,Hydro,129059.9115,GWh
People's Republic of China,Jul-23,Net Electricity Production,Total Combustible Fuels,577458.8218,GWh
People's Republic of China,Jul-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",532193.0121,GWh
People's Republic of China,Jul-23,Net Electricity Production,Natural Gas,25742.5061,GWh
People's Republic of China,Jul-23,Net Electricity Production,Solar,53530.5694,GWh
People's Republic of China,Jul-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",268460.956,GWh
People's Republic of China,Jul-23,Net Electricity Production,Wind,67827.1291,GWh
Australia,Jun-23,Net Electricity Production,Electricity,22141.3285,GWh
Australia,Jun-23,Net Electricity Production,Hydro,1461.1701,GWh
Australia,Jun-23,Net Electricity Production,Total Combustible Fuels,15270.0388,GWh
Australia,Jun-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",10480.4121,GWh
Australia,Jun-23,Net Electricity Production,Natural Gas,4122.991,GWh
Australia,Jun-23,Net Electricity Production,Solar,2185.242,GWh
Australia,Jun-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7127.4932,GWh
Australia,Jun-23,Distribution Losses,Electricity,1076.128,GWh
Australia,Jun-23,Final Consumption (Calculated),Electricity,20939.1666,GWh
Australia,Jun-23,Net Electricity Production,Wind,3224.8776,GWh
Denmark,Jun-23,Net Electricity Production,Electricity,1889.7986,GWh
Denmark,Jun-23,Net Electricity Production,Hydro,0.4905,GWh
Denmark,Jun-23,Net Electricity Production,Total Combustible Fuels,476.4033,GWh
Denmark,Jun-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",94.404,GWh
Denmark,Jun-23,Net Electricity Production,Natural Gas,18.8338,GWh
Denmark,Jun-23,Net Electricity Production,Solar,592.3307,GWh
Denmark,Jun-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1702.9241,GWh
Denmark,Jun-23,Total Imports,Electricity,1797.8336,GWh
Denmark,Jun-23,Total Exports,Electricity,1071.578,GWh
Denmark,Jun-23,Distribution Losses,Electricity,138.5026,GWh
Denmark,Jun-23,Final Consumption (Calculated),Electricity,2477.5517,GWh
Denmark,Jun-23,Net Electricity Production,Wind,820.5742,GWh
France,Jun-23,Net Electricity Production,Electricity,36689.9291,GWh
France,Jun-23,Net Electricity Production,Nuclear,22725.0066,GWh
France,Jun-23,Net Electricity Production,Hydro,5906.6759,GWh
France,Jun-23,Net Electricity Production,Total Combustible Fuels,3205.3882,GWh
France,Jun-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",136.392,GWh
France,Jun-23,Net Electricity Production,Natural Gas,1748.0055,GWh
France,Jun-23,Net Electricity Production,Solar,2690.1287,GWh
France,Jun-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11312.3128,GWh
France,Jun-23,Total Imports,Electricity,1355.3666,GWh
France,Jun-23,Total Exports,Electricity,6340.7283,GWh
France,Jun-23,Distribution Losses,Electricity,2178.4559,GWh
France,Jun-23,Final Consumption (Calculated),Electricity,29218.5588,GWh
France,Jun-23,Net Electricity Production,Wind,1999.6594,GWh
Germany,Jun-23,Net Electricity Production,Electricity,34862.5521,GWh
Germany,Jun-23,Net Electricity Production,Hydro,1915.1858,GWh
Germany,Jun-23,Net Electricity Production,Total Combustible Fuels,17074.9528,GWh
Germany,Jun-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",7634.0299,GWh
Germany,Jun-23,Net Electricity Production,Natural Gas,5238.347,GWh
Germany,Jun-23,Net Electricity Production,Solar,9869.1348,GWh
Germany,Jun-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21002.8896,GWh
Germany,Jun-23,Total Imports,Electricity,6995.4131,GWh
Germany,Jun-23,Total Exports,Electricity,3054.8446,GWh
Germany,Jun-23,Distribution Losses,Electricity,2781.6718,GWh
Germany,Jun-23,Final Consumption (Calculated),Electricity,35435.6992,GWh
Germany,Jun-23,Net Electricity Production,Wind,5844.1653,GWh
Japan,Jun-23,Net Electricity Production,Electricity,74417.6902,GWh
Japan,Jun-23,Net Electricity Production,Nuclear,6450.5036,GWh
Japan,Jun-23,Net Electricity Production,Hydro,8946.48,GWh
Japan,Jun-23,Net Electricity Production,Total Combustible Fuels,48091.2126,GWh
Japan,Jun-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",18253.3802,GWh
Japan,Jun-23,Net Electricity Production,Natural Gas,23562.482,GWh
Japan,Jun-23,Net Electricity Production,Solar,8804.1473,GWh
Japan,Jun-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21465.7771,GWh
Japan,Jun-23,Distribution Losses,Electricity,3828.3977,GWh
Japan,Jun-23,Final Consumption (Calculated),Electricity,69567.9418,GWh
Japan,Jun-23,Net Electricity Production,Wind,571.7557,GWh
United Kingdom,Jun-23,Net Electricity Production,Electricity,21103.852,GWh
United Kingdom,Jun-23,Net Electricity Production,Nuclear,3567.1138,GWh
United Kingdom,Jun-23,Net Electricity Production,Hydro,157.4229,GWh
United Kingdom,Jun-23,Net Electricity Production,Total Combustible Fuels,11266.5226,GWh
United Kingdom,Jun-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",175.7467,GWh
United Kingdom,Jun-23,Net Electricity Production,Natural Gas,8364.1475,GWh
United Kingdom,Jun-23,Net Electricity Production,Solar,2022.04,GWh
United Kingdom,Jun-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8320.7535,GWh
United Kingdom,Jun-23,Total Imports,Electricity,2640.9827,GWh
United Kingdom,Jun-23,Total Exports,Electricity,620.5548,GWh
United Kingdom,Jun-23,Distribution Losses,Electricity,1702.4415,GWh
United Kingdom,Jun-23,Final Consumption (Calculated),Electricity,21299.7831,GWh
United Kingdom,Jun-23,Net Electricity Production,Wind,4004.8285,GWh
United States,Jun-23,Net Electricity Production,Electricity,366854.4971,GWh
United States,Jun-23,Net Electricity Production,Nuclear,64938.8759,GWh
United States,Jun-23,Net Electricity Production,Hydro,22071.2941,GWh
United States,Jun-23,Net Electricity Production,Total Combustible Fuels,227387.306,GWh
United States,Jun-23,Net Electricity Production,"Coal, Peat and Manufactured Gases",60610.1103,GWh
United States,Jun-23,Net Electricity Production,Natural Gas,159486.7843,GWh
United States,Jun-23,Net Electricity Production,Solar,23048.927,GWh
United States,Jun-23,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",77860.0493,GWh
